SalePrice,LotFrontage,LotArea,MasVnrArea,BsmtFinSF1,TotalBsmtSF,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,FullBath,HalfBath,TotRmsAbvGrd,Fireplaces,GarageArea,WoodDeckSF,OpenPorchSF,MSZoning,Alley,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,BldgType,HouseStyle,RoofStyle,Exterior1st,Exterior2nd,MasVnrType,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,Heating,HeatingQC,CentralAir,Electrical,KitchenQual,Functional,FireplaceQu,GarageType,GarageFinish,GarageQual,GarageCond,PavedDrive,Fence,MiscFeature,SaleType,SaleCondition,MSSubClass,OverallQual,OverallCond,House_Age,Remod_Age,Garage_Age,Remod_Age_Avg
174000,122.0,11911,0.0,0,684,684,876,1560,0,2,1,6,1,400,100,38,RL,None,IR2,Lvl,Inside,Gtl,Gilbert,Norm,1Fam,2Story,Gable,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,BuiltIn,Fin,TA,TA,Y,None,None,WD,Normal,60,6,5,16,16,16.0,16.0
123600,60.0,8070,0.0,588,990,990,0,990,1,1,0,5,0,0,0,0,RL,None,Reg,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,1Story,Gable,VinylSd,VinylSd,None,TA,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,TA,Typ,None,None,None,None,None,Y,None,None,WD,Normal,20,4,5,27,26,0.0,26.5
109900,60.0,7200,0.0,0,0,1040,0,1040,0,1,0,4,0,420,0,29,RL,None,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,Gable,BrkFace,Wd Sdng,None,TA,TA,Slab,None,None,None,None,None,GasA,TA,Y,FuseA,TA,Typ,None,Detchd,Unf,TA,TA,Y,None,None,WD,Normal,20,4,5,71,71,71.0,71.0
98600,85.0,8500,203.0,600,1235,1235,0,1235,0,1,0,6,0,480,0,0,RL,None,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,Hip,HdBoard,HdBoard,BrkCmn,TA,TA,CBlock,TA,TA,No,Rec,Unf,GasA,TA,Y,SBrkr,TA,Typ,None,Attchd,Unf,TA,TA,Y,GdWo,None,WD,Abnorml,20,5,3,60,60,60.0,60.0
163500,80.0,13360,0.0,713,876,964,0,964,1,1,0,5,0,432,0,0,RL,Grvl,IR1,HLS,Inside,Gtl,Crawfor,Norm,1Fam,1Story,Gable,Wd Sdng,Wd Sdng,None,TA,Gd,BrkTil,Gd,TA,No,ALQ,Unf,GasA,Ex,Y,SBrkr,TA,Typ,None,Detchd,Unf,TA,TA,Y,None,None,WD,Normal,30,5,7,100,15,100.0,57.5
133900,60.0,7200,0.0,1046,1214,1260,1031,2291,0,2,0,9,1,506,0,0,C (all),None,Reg,Lvl,Corner,Gtl,OldTown,Norm,2fmCon,2.5Unf,Hip,MetalSd,MetalSd,None,TA,TA,BrkTil,TA,Fa,Mn,Rec,Unf,GasW,Ex,N,SBrkr,TA,Typ,Gd,Detchd,Unf,TA,TA,Y,None,None,WD,Normal,190,6,6,111,23,121.0,67.0
204750,69.0,9337,0.0,648,824,905,881,1786,1,2,1,7,0,684,0,162,RL,None,IR1,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,2Story,Gable,VinylSd,VinylSd,None,TA,Gd,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,None,Attchd,RFn,TA,TA,Y,None,None,WD,Normal,60,6,5,24,24,24.0,24.0
185000,0.0,9765,68.0,310,680,680,790,1470,0,2,1,6,1,420,232,63,RL,None,IR2,Lvl,Corner,Gtl,Gilbert,Norm,1Fam,2Story,Gable,VinylSd,VinylSd,BrkFace,Ex,Gd,PConc,Gd,Gd,No,ALQ,Unf,GasA,Gd,Y,SBrkr,TA,Typ,TA,BuiltIn,Fin,TA,TA,Y,None,Shed,WD,Normal,60,6,8,28,28,28.0,28.0
214000,78.0,10264,183.0,1162,1588,1588,0,1588,0,2,0,6,0,472,158,29,RL,None,IR1,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,1Story,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,ALQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,None,Attchd,RFn,TA,TA,Y,None,None,WD,Normal,20,7,5,22,22,22.0,22.0
94750,73.0,10921,48.0,520,960,960,0,960,1,1,0,6,0,432,120,0,RL,None,Reg,HLS,Inside,Gtl,Edwards,Norm,1Fam,1Story,Hip,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,Rec,Unf,GasA,TA,Y,FuseF,TA,Typ,None,Attchd,Fin,TA,TA,P,None,None,WD,Normal,20,4,5,56,56,56.0,56.0
83000,85.0,10625,0.0,108,458,835,0,835,0,1,0,5,0,366,0,0,RL,None,Reg,Lvl,Corner,Gtl,Edwards,Norm,1Fam,1Story,Gable,Wd Sdng,Wd Sdng,None,TA,TA,BrkTil,TA,TA,No,ALQ,Unf,GasA,Fa,N,SBrkr,TA,Typ,None,Basment,Unf,Fa,TA,Y,None,Shed,COD,Abnorml,30,5,5,101,71,101.0,86.0
128950,77.0,9320,0.0,569,950,1225,0,1225,1,1,1,6,0,0,352,0,RL,None,IR1,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,Gable,Plywood,Plywood,None,TA,TA,CBlock,TA,TA,No,ALQ,Unf,GasA,Fa,Y,SBrkr,TA,Typ,None,None,None,None,None,Y,None,Shed,WD,Normal,20,4,5,62,62,0.0,62.0
205000,0.0,10603,28.0,1200,1610,1610,0,1610,1,2,0,6,2,480,168,68,RL,None,IR1,Lvl,Inside,Gtl,NWAmes,Norm,1Fam,1Story,Gable,Plywood,Plywood,BrkFace,TA,TA,PConc,TA,TA,Mn,ALQ,Unf,GasA,Gd,Y,SBrkr,Gd,Typ,TA,Attchd,RFn,TA,TA,Y,None,None,WD,Normal,20,6,7,44,20,44.0,32.0
178000,77.0,9206,336.0,0,741,977,755,1732,0,2,1,7,1,476,192,46,RL,None,Reg,Lvl,Inside,Gtl,SawyerW,Norm,1Fam,2Story,Gable,HdBoard,HdBoard,BrkFace,Gd,TA,CBlock,Gd,TA,No,Unf,Unf,GasA,TA,Y,SBrkr,Gd,Typ,TA,Attchd,Fin,TA,TA,Y,None,None,WD,Normal,60,6,5,36,36,36.0,36.0
118964,64.0,7018,0.0,0,0,1535,0,1535,0,2,0,8,0,410,0,0,RL,None,Reg,Bnk,Inside,Gtl,SawyerW,Norm,Duplex,1Story,Gable,HdBoard,HdBoard,None,TA,Fa,Slab,None,None,None,None,None,GasA,TA,Y,SBrkr,TA,Typ,None,Attchd,Unf,TA,TA,Y,None,None,WD,Alloca,90,5,5,42,42,42.0,42.0
198900,94.0,10402,0.0,0,1226,1226,0,1226,0,2,0,6,0,740,0,36,RL,None,IR1,Lvl,Corner,Gtl,CollgCr,Norm,1Fam,1Story,Gable,VinylSd,VinylSd,None,TA,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,None,Attchd,RFn,TA,TA,Y,None,None,WD,Normal,20,7,5,12,12,12.0,12.0
100000,60.0,10800,0.0,0,641,1047,0,1047,0,1,0,6,0,273,0,0,RM,Grvl,Reg,Lvl,Inside,Gtl,OldTown,Norm,1Fam,1Story,Mansard,VinylSd,VinylSd,None,TA,TA,BrkTil,Fa,TA,No,Unf,Unf,GasA,Gd,Y,SBrkr,TA,Typ,None,Detchd,Unf,Fa,Fa,N,None,Shed,WD,Normal,30,4,7,136,26,67.0,81.0
115000,50.0,6000,0.0,104,789,789,0,789,0,1,0,5,0,250,0,0,RM,None,Reg,Lvl,Inside,Gtl,OldTown,Norm,1Fam,1Story,Gable,VinylSd,VinylSd,None,TA,TA,CBlock,TA,TA,No,ALQ,BLQ,GasA,Ex,Y,SBrkr,TA,Typ,None,Detchd,Unf,TA,TA,Y,None,None,WD,Partial,20,5,5,73,71,73.0,72.0
115000,85.0,8500,0.0,0,793,997,520,1517,0,2,0,7,0,0,0,0,RM,None,Reg,Lvl,Corner,Gtl,IDOTRR,Artery,1Fam,1.5Fin,Gable,CemntBd,CmentBd,None,TA,TA,CBlock,TA,TA,No,Unf,Unf,GasW,TA,N,FuseF,Fa,Typ,None,None,None,None,None,N,None,None,WD,Normal,50,5,7,102,16,0.0,59.0
190000,105.0,11751,480.0,705,1844,1844,0,1844,0,2,0,7,1,546,0,122,RL,None,IR1,Lvl,Inside,Gtl,NWAmes,Norm,1Fam,1Story,Hip,Plywood,Plywood,BrkFace,TA,TA,CBlock,Gd,TA,No,BLQ,Unf,GasA,Ex,Y,SBrkr,TA,Typ,TA,Attchd,RFn,TA,TA,Y,MnPrv,None,COD,Normal,20,6,6,44,44,44.0,44.0
136900,75.0,9525,0.0,444,994,1216,639,1855,0,2,0,7,0,325,182,0,RL,None,Reg,Lvl,Inside,Gtl,Edwards,Norm,1Fam,1.5Fin,Gable,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,TA,Fa,No,Rec,Unf,GasA,Gd,Y,SBrkr,TA,Typ,None,Attchd,Unf,TA,TA,Y,None,None,WD,Normal,50,6,4,67,49,67.0,58.0
180000,0.0,7750,0.0,250,384,774,656,1430,0,2,1,7,1,400,180,0,RL,None,IR1,Lvl,Inside,Gtl,Gilbert,Norm,1Fam,SLvl,Gable,VinylSd,VinylSd,None,TA,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,TA,Typ,TA,BuiltIn,Fin,TA,TA,Y,None,None,WD,Normal,80,7,5,21,21,21.0,21.0
383970,77.0,9965,220.0,984,1264,1282,1414,2696,1,2,1,10,1,792,120,184,RL,None,Reg,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,2Story,Gable,VinylSd,VinylSd,Stone,Gd,TA,PConc,Ex,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,Ex,Typ,Gd,BuiltIn,Fin,TA,TA,Y,None,None,New,Partial,60,7,5,14,14,14.0,14.0
259500,61.0,7259,0.0,774,1028,1436,884,2320,1,2,1,9,1,180,224,0,RL,None,IR1,Lvl,Inside,Mod,Crawfor,Norm,1Fam,2Story,Gambrel,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,TA,TA,No,ALQ,LwQ,GasA,Ex,Y,SBrkr,Gd,Typ,TA,Detchd,Unf,TA,TA,Y,MnPrv,None,WD,Normal,70,6,8,76,19,76.0,47.5
155000,74.0,8536,0.0,0,1125,1125,0,1125,0,1,1,5,0,430,80,64,RL,None,Reg,Lvl,Corner,Gtl,Edwards,Norm,1Fam,1Story,Gable,VinylSd,VinylSd,None,TA,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Gd,Y,SBrkr,TA,Typ,None,Attchd,Unf,TA,TA,Y,None,None,New,Partial,20,5,5,15,14,14.0,14.5
163990,65.0,8461,0.0,0,728,728,728,1456,0,2,1,8,1,390,0,24,RL,None,Reg,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,2Story,Gable,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,Fin,TA,TA,Y,None,None,New,Partial,60,6,5,16,15,16.0,15.5
100000,50.0,6060,0.0,0,732,772,351,1123,0,1,0,4,0,264,0,0,RM,None,Reg,Lvl,Inside,Gtl,IDOTRR,Norm,1Fam,1.5Fin,Gable,AsbShng,AsbShng,None,TA,TA,PConc,TA,TA,No,Unf,Unf,GasA,Gd,Y,SBrkr,TA,Typ,None,Detchd,Unf,TA,TA,P,MnPrv,None,WD,Normal,50,4,5,82,71,42.0,76.5
136000,75.0,9464,135.0,570,1080,1080,0,1080,0,1,0,5,0,288,0,0,RL,None,Reg,Lvl,Corner,Gtl,NAmes,Norm,1Fam,1Story,Hip,MetalSd,MetalSd,BrkFace,TA,Gd,CBlock,TA,TA,No,BLQ,Unf,GasA,Gd,Y,SBrkr,TA,Typ,None,Attchd,Unf,TA,TA,Y,None,None,WD,Normal,20,6,7,63,63,63.0,63.0
153900,55.0,7892,0.0,300,1199,1199,0,1199,0,2,0,5,0,530,0,63,RL,None,Reg,Lvl,Inside,Gtl,SawyerW,Norm,TwnhsE,1Story,Gable,Plywood,Plywood,None,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,None,Attchd,RFn,TA,TA,Y,None,None,WD,Normal,120,6,5,28,28,28.0,28.0
181000,48.0,17043,0.0,0,1362,1586,0,1586,0,2,0,7,1,435,192,0,RL,None,IR1,Lvl,CulDSac,Gtl,NWAmes,Norm,1Fam,1Story,Gable,HdBoard,HdBoard,None,TA,Gd,CBlock,Gd,Fa,No,Unf,Unf,GasA,TA,Y,SBrkr,TA,Typ,TA,Attchd,Unf,TA,TA,Y,None,None,WD,Normal,20,6,5,42,23,42.0,32.5
128000,0.0,4928,0.0,120,1078,958,0,958,0,2,0,5,1,440,0,205,RL,None,IR1,Lvl,Inside,Gtl,NPkVill,Norm,TwnhsE,1Story,Gable,Plywood,Plywood,None,TA,TA,CBlock,Gd,TA,No,ALQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,TA,Attchd,RFn,TA,TA,Y,None,None,WD,Normal,120,6,5,45,45,44.0,45.0
87000,55.0,4388,0.0,116,672,840,0,840,0,1,0,5,1,0,0,0,RM,None,IR1,Bnk,Inside,Gtl,OldTown,Feedr,1Fam,1.5Unf,Gable,WdShing,Wd Sdng,None,TA,Gd,BrkTil,TA,TA,No,LwQ,Unf,GasA,Ex,Y,SBrkr,TA,Typ,TA,None,None,None,None,N,None,None,WD,Normal,45,5,7,91,71,0.0,81.0
155000,69.0,7590,266.0,512,660,660,688,1348,0,1,1,6,1,453,188,108,RL,None,Reg,Lvl,Inside,Gtl,NAmes,PosN,1Fam,2Story,Gable,VinylSd,VinylSd,BrkFace,TA,TA,CBlock,TA,TA,No,BLQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,Fa,Attchd,RFn,TA,TA,Y,None,None,WD,Normal,60,6,5,55,55,55.0,55.0
226000,88.0,14200,309.0,445,924,1216,941,2157,0,2,1,8,2,487,105,66,RL,None,Reg,Lvl,Corner,Gtl,NAmes,Norm,1Fam,2Story,Gable,MetalSd,MetalSd,BrkFace,TA,TA,CBlock,TA,TA,No,Rec,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,Fin,TA,TA,Y,GdPrv,None,WD,Normal,60,7,6,55,55,55.0,55.0
244000,0.0,12224,40.0,695,992,1022,1032,2054,1,2,1,7,1,390,24,48,RL,None,IR1,Lvl,Corner,Gtl,Gilbert,Norm,1Fam,2Story,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,TA,BuiltIn,RFn,TA,TA,Y,None,None,WD,Normal,60,6,5,21,21,21.0,21.0
150750,75.0,7388,0.0,405,1063,1327,0,1327,1,1,0,7,0,624,0,0,RL,None,Reg,Lvl,Corner,Gtl,NAmes,Norm,1Fam,1Story,Gable,MetalSd,MetalSd,None,TA,TA,CBlock,TA,TA,No,Rec,Unf,GasA,Gd,Y,SBrkr,Gd,Typ,None,Detchd,Unf,TA,TA,Y,None,None,WD,Normal,20,5,6,62,19,47.0,40.5
220000,0.0,6853,136.0,1005,1267,1296,0,1296,1,2,0,6,0,471,192,25,RL,None,IR1,Lvl,Inside,Gtl,Timber,Norm,1Fam,1Story,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Ex,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,None,Attchd,Fin,TA,TA,Y,None,None,WD,Normal,20,8,5,20,19,20.0,19.5
180000,78.0,10335,0.0,570,1461,1721,0,1721,0,2,1,7,1,440,0,96,RL,None,IR1,Lvl,Inside,Gtl,Sawyer,Norm,1Fam,1Story,Gable,Plywood,Plywood,None,TA,TA,CBlock,TA,TA,No,Rec,Unf,GasA,Gd,Y,SBrkr,TA,Min1,TA,Attchd,RFn,TA,TA,Y,MnPrv,None,WD,Normal,20,5,6,53,28,53.0,40.5
174000,80.0,10400,288.0,0,1304,1682,0,1682,0,2,0,7,1,530,98,0,RL,None,Reg,Lvl,Inside,Gtl,NWAmes,Norm,1Fam,1Story,Hip,Plywood,Plywood,BrkFace,TA,TA,PConc,TA,TA,No,Unf,Unf,GasA,Gd,Y,SBrkr,TA,Typ,Gd,Attchd,Unf,TA,TA,Y,MnPrv,None,WD,Normal,20,7,6,51,51,51.0,51.0
143000,0.0,10355,196.0,695,1214,1214,0,1214,0,2,0,5,1,318,0,111,RL,None,IR1,Lvl,Corner,Gtl,NAmes,Norm,1Fam,1Story,Gable,MetalSd,MetalSd,BrkFace,TA,TA,CBlock,TA,TA,No,BLQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,Fa,Attchd,RFn,TA,TA,Y,None,None,WD,Normal,20,5,5,54,54,54.0,54.0
230000,73.0,9066,320.0,668,1004,1004,848,1852,0,2,1,7,2,660,224,106,RL,None,IR1,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,2Story,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Mn,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,TA,Attchd,Fin,TA,TA,Y,GdPrv,None,WD,Normal,60,8,5,22,21,22.0,21.5
231500,65.0,15426,0.0,821,928,928,836,1764,1,2,1,7,0,470,276,99,RL,None,IR1,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,2Story,Gable,VinylSd,VinylSd,None,TA,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,None,Attchd,RFn,TA,TA,Y,MnPrv,None,WD,Normal,60,6,5,24,24,24.0,24.0
115000,70.0,10500,0.0,432,864,864,0,864,0,1,0,5,1,0,0,0,RL,None,Reg,Lvl,FR2,Gtl,NAmes,Norm,1Fam,1Story,Gable,HdBoard,HdBoard,None,TA,TA,CBlock,TA,TA,No,ALQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,Po,None,None,None,None,Y,None,None,ConLI,Normal,20,4,5,50,50,0.0,50.0
260000,78.0,11645,0.0,1300,1734,1734,0,1734,1,2,0,7,0,660,160,24,RL,None,Reg,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,1Story,Gable,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,None,Attchd,Fin,TA,TA,Y,None,None,WD,Normal,20,7,5,16,16,16.0,16.0
166000,71.0,8520,0.0,507,910,910,475,1385,0,2,0,6,0,720,0,0,RL,None,Reg,Lvl,Corner,Gtl,NAmes,Artery,1Fam,1.5Fin,Gable,BrkFace,Wd Sdng,None,TA,Fa,CBlock,TA,TA,No,Rec,Unf,GasA,Fa,Y,SBrkr,TA,Typ,None,Detchd,Unf,TA,TA,Y,MnPrv,None,WD,Normal,50,5,4,69,69,21.0,69.0
204000,78.0,10335,183.0,679,1490,1501,0,1501,1,2,0,6,0,577,144,29,RL,None,IR1,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,1Story,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Gd,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,None,Attchd,RFn,TA,TA,Y,None,None,WD,Normal,20,7,5,22,22,22.0,22.0
125000,70.0,9100,336.0,1332,1728,1728,0,1728,1,2,0,10,0,504,0,0,RM,None,Reg,Lvl,Inside,Gtl,Sawyer,RRAe,Duplex,1Story,Gable,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,Rec,Unf,GasA,TA,Y,SBrkr,TA,Typ,None,Detchd,Unf,TA,TA,Y,None,None,ConLI,Abnorml,90,5,5,58,58,58.0,58.0
130000,24.0,2522,50.0,0,970,970,739,1709,0,2,0,7,0,380,0,40,RM,None,Reg,Lvl,Inside,Gtl,Edwards,Norm,Twnhs,2Story,Gable,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Maj1,None,Detchd,Unf,TA,TA,Y,None,None,WD,Normal,160,6,5,17,15,17.0,16.0
105000,51.0,6120,0.0,209,715,875,0,875,1,1,0,5,0,180,48,0,RM,None,Reg,Lvl,Corner,Gtl,BrkSide,Norm,1Fam,1Story,Gable,Wd Sdng,Wd Sdng,None,TA,TA,BrkTil,TA,TA,No,BLQ,Unf,GasA,TA,Y,FuseA,TA,Typ,None,Detchd,Unf,Fa,TA,Y,None,None,WD,Normal,30,5,7,90,28,90.0,59.0
222500,0.0,9505,180.0,0,884,884,1151,2035,0,2,1,8,1,434,144,48,RL,None,IR1,Lvl,CulDSac,Gtl,Gilbert,Norm,1Fam,2Story,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,BuiltIn,Fin,TA,TA,Y,None,None,WD,Normal,60,7,5,20,20,20.0,20.0
141000,63.0,7500,120.0,680,1080,1080,0,1080,1,1,0,6,0,0,0,0,RL,None,Reg,Lvl,Inside,Gtl,SawyerW,Norm,1Fam,1Story,Gable,VinylSd,VinylSd,BrkFace,TA,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,None,None,None,None,None,Y,None,None,WD,Normal,20,7,5,17,16,0.0,16.5
115000,0.0,6240,0.0,0,896,896,448,1344,0,1,0,7,0,240,200,114,RM,None,Reg,Lvl,Inside,Gtl,BrkSide,Norm,1Fam,1.5Fin,Gable,MetalSd,MetalSd,None,TA,TA,BrkTil,Gd,TA,No,Unf,Unf,GasA,Gd,Y,FuseA,TA,Typ,None,Detchd,Unf,Fa,TA,Y,None,None,WD,Normal,50,5,4,85,71,85.0,78.0
122000,120.0,10356,0.0,716,969,969,0,969,0,1,1,5,0,440,0,0,RL,None,Reg,Lvl,Corner,Gtl,CollgCr,Norm,1Fam,1Story,Gable,HdBoard,HdBoard,None,TA,TA,CBlock,TA,TA,Av,BLQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,None,Attchd,Unf,TA,TA,Y,MnPrv,None,WD,Normal,20,5,6,46,46,46.0,46.0
372402,107.0,13891,436.0,1400,1710,1710,0,1710,1,2,0,6,1,866,0,102,RL,None,Reg,Lvl,Inside,Gtl,NridgHt,Norm,1Fam,1Story,Hip,VinylSd,VinylSd,Stone,Gd,TA,PConc,Ex,TA,Gd,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,RFn,TA,TA,Y,None,None,New,Partial,20,8,5,14,13,14.0,13.5
190000,0.0,14803,252.0,416,825,1097,896,1993,0,2,1,8,1,495,0,66,RL,None,IR1,Lvl,CulDSac,Gtl,NWAmes,Norm,1Fam,2Story,Gable,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,Rec,Unf,GasA,Gd,Y,SBrkr,TA,Typ,Gd,Attchd,RFn,TA,TA,Y,GdWo,None,WD,Normal,60,6,5,50,50,50.0,50.0
79000,60.0,9600,0.0,0,572,572,524,1096,0,1,0,5,0,0,0,8,RL,None,Reg,Lvl,Corner,Gtl,Edwards,Artery,1Fam,1.5Fin,Gable,Wd Sdng,Wd Sdng,None,TA,TA,BrkTil,TA,TA,No,Unf,Unf,Grav,Fa,N,FuseF,TA,Typ,None,None,None,None,None,N,None,None,WD,Normal,50,6,5,97,71,0.0,84.0
109500,60.0,7200,0.0,0,0,1040,0,1040,0,1,0,5,0,625,0,0,RL,None,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,Hip,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,None,None,None,None,None,GasA,TA,Y,FuseF,TA,Typ,None,Detchd,Unf,TA,TA,Y,None,None,WD,Normal,20,5,7,71,71,71.0,71.0
269500,92.0,12003,84.0,0,774,774,1194,1968,0,2,1,8,1,680,0,75,RL,None,Reg,Lvl,Corner,Gtl,Timber,Norm,1Fam,2Story,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Ex,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Ex,Typ,Gd,BuiltIn,Fin,TA,TA,Y,None,None,New,Partial,60,8,5,12,11,12.0,11.5
254900,100.0,12552,0.0,222,991,991,956,1947,0,2,1,8,1,678,0,136,FV,None,Reg,Lvl,Corner,Gtl,Somerst,Norm,1Fam,2Story,Gable,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,RFn,TA,TA,Y,GdWo,None,WD,Normal,60,7,5,17,16,17.0,16.5
162500,0.0,11120,0.0,660,1232,1232,0,1232,0,2,0,6,0,516,0,0,RL,None,IR1,Lvl,CulDSac,Gtl,Veenker,Norm,1Fam,1Story,Gable,Plywood,Plywood,None,TA,TA,PConc,Gd,TA,No,BLQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,None,Attchd,Unf,TA,TA,Y,None,None,WD,Normal,20,6,6,37,37,37.0,37.0
220000,95.0,12182,226.0,1201,1541,1541,0,1541,0,2,0,7,1,532,0,70,RL,None,Reg,Lvl,Corner,Gtl,NridgHt,Norm,1Fam,1Story,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Mn,BLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,RFn,TA,TA,Y,None,None,New,Partial,20,7,5,16,16,16.0,16.0
103200,55.0,5500,0.0,0,882,882,0,882,0,1,0,4,0,0,0,0,RL,None,Reg,Lvl,Inside,Gtl,OldTown,Norm,1Fam,1.5Unf,Gable,MetalSd,MetalSd,None,TA,TA,CBlock,TA,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,TA,Typ,None,None,None,None,None,Y,MnPrv,None,WD,Normal,45,4,6,65,65,0.0,65.0
152000,40.0,5400,0.0,370,1149,1149,467,1616,0,2,0,5,0,216,0,0,RM,Pave,Reg,Lvl,Corner,Gtl,OldTown,Norm,1Fam,1Story,Gable,MetalSd,MetalSd,None,TA,Gd,BrkTil,TA,TA,Mn,LwQ,Unf,GasA,Gd,Y,FuseA,Gd,Typ,None,Detchd,Unf,TA,TA,Y,None,None,WD,Normal,40,6,7,95,17,95.0,56.0
127500,62.0,10106,0.0,351,644,808,547,1355,1,2,0,6,0,0,140,0,RL,None,Reg,Lvl,Inside,Gtl,Edwards,Norm,2fmCon,1.5Fin,Gable,Wd Sdng,Wd Sdng,None,TA,Gd,BrkTil,TA,TA,No,ALQ,Rec,GasA,Gd,Y,SBrkr,TA,Typ,None,None,None,None,None,Y,None,None,WD,Normal,190,5,7,81,22,0.0,51.5
325624,86.0,10562,300.0,1288,1582,1610,551,2161,1,1,1,8,1,789,178,120,RL,None,Reg,Lvl,Inside,Gtl,NridgHt,Norm,1Fam,2Story,Gable,VinylSd,VinylSd,Stone,Gd,TA,PConc,Ex,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Ex,Typ,Gd,Attchd,Fin,TA,TA,Y,None,None,New,Partial,60,8,5,14,14,14.0,14.0
